index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Unnamed: 22,issue
6416,405-1031048-1605139,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-M,kurta,M,B08KRXV1QR,Cancelled,0,,,GURUGRAM,HARYANA,122001.0,IN,,False,,,null_currency; null_amount; 
6429,404-6815591-6309122,04-26-22,Cancelled,Merchant,Amazon.in,Standard,J0341,J0341-DR-L,Western Dress,L,B099NRCT7B,,0,,,CHENNAI,TAMIL NADU,602024.0,IN,,False,Easy Ship,,null_currency; null_amount; 
6444,402-0144484-5516339,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,SET258,SET258-KR-PP-L,Set,L,B0983DZ1LQ,Cancelled,0,,,THIRUVANANTHAPURAM,KERALA,695017.0,IN,,False,,,null_currency; null_amount; 
6503,408-3250668-5918723,04-26-22,Cancelled,Merchant,Amazon.in,Standard,J0341,J0341-DR-L,Western Dress,L,B099NRCT7B,,0,,,ROORKEE,UTTARAKHAND,247667.0,IN,,False,Easy Ship,,null_currency; null_amount; 
6616,171-4550163-9231553,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,SET269,SET269-KR-NP-S,Set,S,B0983FQYML,Cancelled,0,,,FARIDABAD,HARYANA,121009.0,IN,,False,,,null_currency; null_amount; 
6634,402-6324801-0072346,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,MEN5004,MEN5004-KR-L,kurta,L,B08YZ19DL9,Cancelled,0,,,DURGAPUR,WEST BENGAL,713203.0,IN,,False,,,null_currency; null_amount; 
6733,404-0299700-1993932,04-26-22,Cancelled,Merchant,Amazon.in,Standard,JNE3405,JNE3405-KR-M,kurta,M,B081WVMMCY,,0,,,CHENNAI,TAMIL NADU,600081.0,IN,,False,Easy Ship,,null_currency; null_amount; 
6744,171-8068806-1184357,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,BTM002,BTM002-B-XXL,Bottom,XXL,B085Y4LRDR,Cancelled,0,,,BENGALURU,KARNATAKA,560099.0,IN,,False,,,null_currency; null_amount; 
6753,407-7008396-5354709,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3291,JNE3291-KR-XL,kurta,XL,B07R4XJNW3,Cancelled,0,,,WARANGAL,TELANGANA,506003.0,IN,,False,,,null_currency; null_amount; 
6765,404-5089450-6857159,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-L,Set,L,B09NQ4XYV9,Cancelled,0,,,JAIPUR,RAJASTHAN,302012.0,IN,,False,,,null_currency; null_amount; 
6766,404-0853864-7701901,04-26-22,Cancelled,Merchant,Amazon.in,Standard,SET345,SET345-KR-NP-M,Set,M,B09KXV4BN8,,0,,,PUNE,MAHARASHTRA,411060.0,IN,,False,Easy Ship,,null_currency; null_amount; 
6768,408-5449497-9280338,04-26-22,Cancelled,Merchant,Amazon.in,Standard,JNE2049,JNE2049-KR-351-S,kurta,S,B076HL83ZR,,0,,,NEDUMANGAD,KERALA,695541.0,IN,,False,Easy Ship,,null_currency; null_amount; 
6770,404-2606216-3563505,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,J0006,J0006-SET-XXXL,Ethnic Dress,3XL,B0894X7XDM,Cancelled,0,,,MUMBAI,MAHARASHTRA,400077.0,IN,,False,,,null_currency; null_amount; 
6777,407-0610229-8120340,04-26-22,Cancelled,Merchant,Amazon.in,Standard,MEN5001,MEN5001-KR-L,kurta,L,B08YYRNM5M,,0,,,KOTA,RAJASTHAN,324005.0,IN,,False,Easy Ship,,null_currency; null_amount; 
6778,403-8503279-9341160,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,J0080,J0080-TP-XS,Top,XS,B09268MT2C,Cancelled,0,,,MALKHARODA,CHHATTISGARH,495691.0,IN,,False,,,null_currency; null_amount; 
6782,405-2862296-0102722,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-S,Set,S,B099NHHY1T,Cancelled,0,,,HYDERABAD,TELANGANA,500057.0,IN,,False,,,null_currency; null_amount; 
6793,171-1543956-8909967,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,BTM002,BTM002-B-XXL,Bottom,XXL,B085Y4LRDR,Cancelled,0,,,BENGALURU,KARNATAKA,560099.0,IN,,False,,,null_currency; null_amount; 
6802,171-2500669-4131542,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,BTM002,BTM002-B-XXL,Bottom,XXL,B085Y4LRDR,Cancelled,0,,,BENGALURU,KARNATAKA,560099.0,IN,,False,,,null_currency; null_amount; 
6815,403-5256514-5961111,04-26-22,Cancelled,Merchant,Amazon.in,Standard,J0003,J0003-SET-S,Set,S,B0894X27FC,,0,,,MUMBAI,MAHARASHTRA,400078.0,IN,,False,Easy Ship,,null_currency; null_amount; 
6823,171-4082764-9919526,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3368,JNE3368-KR-XS,kurta,XS,B081WX6MFJ,Cancelled,0,,,LATUR,MAHARASHTRA,413512.0,IN,,False,,,null_currency; null_amount; 
6832,171-5909313-2190711,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,BTM002,BTM002-B-XXL,Bottom,XXL,B085Y4LRDR,Cancelled,0,,,BENGALURU,KARNATAKA,560099.0,IN,,False,,,null_currency; null_amount; 
6860,171-7378459-3473137,04-26-22,Cancelled,Merchant,Amazon.in,Standard,SET037,SET037-KR-NP-XXL,Set,XXL,B07MY3R7VN,,0,,,DIGAPAHANDI,ODISHA,761012.0,IN,,False,Easy Ship,,null_currency; null_amount; 
6864,405-5429626-0578708,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-S,Set,S,B08XNJ19QH,Cancelled,0,,,Ernakulam,KERALA,682023.0,IN,,False,,,null_currency; null_amount; 
6872,404-2481755-0238755,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-S,Set,S,B08XQ98B2Q,Cancelled,0,,,NEW DELHI,DELHI,110015.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,null_currency; null_amount; 
6873,404-2481755-0238755,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,SET265,SET265-KR-NP-S,Set,S,B0983D6TGS,Cancelled,0,,,NEW DELHI,DELHI,110015.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,null_currency; null_amount; 
6875,171-6213923-7776366,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,SET269,SET269-KR-NP-S,Set,S,B0983FQYML,Cancelled,0,,,FARIDABAD,HARYANA,121009.0,IN,,False,,,null_currency; null_amount; 
6967,405-3761640-8088302,04-26-22,Cancelled,Merchant,Amazon.in,Standard,SET331,SET331-KR-NP-L,Set,L,B09NQ4XYV9,,0,,,Pathanamthitta,KERALA,689698.0,IN,,False,Easy Ship,,null_currency; null_amount; 
7049,404-2583886-5010742,04-26-22,Cancelled,Merchant,Amazon.in,Standard,SET110,SET110-KR-PP-XS,Set,XS,B0822TFD7Y,,0,,,BHILAI  490020,CHHATTISGARH,490020.0,IN,,False,Easy Ship,,null_currency; null_amount; 
7057,407-1477202-4061118,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,J0155,J0155-KR-XS,kurta,XS,B09295TPS8,Cancelled,0,,,SAMASTIPUR,BIHAR,848208.0,IN,,False,,,null_currency; null_amount; 
7080,404-4382817-0981900,04-26-22,Cancelled,Merchant,Amazon.in,Standard,SET291,SET291-KR-PP-XXL,Set,XXL,B099NJQ8JQ,,0,,,BENGALURU,KARNATAKA,560037.0,IN,,False,Easy Ship,,null_currency; null_amount; 
7082,405-7282046-2395500,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,J0280,J0280-SKD-XS,Set,XS,B08QGPWMRG,Cancelled,0,,,Ernakulam,KERALA,682023.0,IN,,False,,,null_currency; null_amount; 
7083,404-2159850-2993155,04-26-22,Cancelled,Merchant,Amazon.in,Standard,J0034,J0034-SET-XXL,Set,XXL,B089G1559Q,,0,,,MUMBAI,MAHARASHTRA,400022.0,IN,,False,Easy Ship,,null_currency; null_amount; 
7084,404-2159850-2993155,04-26-22,Cancelled,Merchant,Amazon.in,Standard,J0024,J0024-KR-XXXL,kurta,3XL,B09VZDZBVN,,0,,,MUMBAI,MAHARASHTRA,400022.0,IN,,False,Easy Ship,,null_currency; null_amount; 
7098,406-4139443-6316350,04-26-22,Cancelled,Merchant,Amazon.in,Standard,SET322,SET322-KR-SHA-XL,Set,XL,B09RKHL9H2,,0,,,LALITPUR,UTTAR PRADESH,284403.0,IN,,False,Easy Ship,,null_currency; null_amount; 
7118,402-3081846-5290715,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,J0349,J0349-SET-XS,Set,XS,B099NM2DMY,Cancelled,0,,,KALPETTA,KERALA,673122.0,IN,,False,,,null_currency; null_amount; 
7119,402-3081846-5290715,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,J0235,J0235-SKD-XS,Set,XS,B0925W2F34,Cancelled,0,,,KALPETTA,KERALA,673122.0,IN,,False,,,null_currency; null_amount; 
7126,402-6448895-7861955,04-26-22,Cancelled,Merchant,Amazon.in,Standard,J0308,J0308-DR-XL,Western Dress,XL,B099NS3FWG,,0,,,NEW DELHI,DELHI,110034.0,IN,,False,Easy Ship,,null_currency; null_amount; 
7141,402-7806772-9021945,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,MEN5004,MEN5004-KR-L,kurta,L,B08YZ19DL9,Cancelled,0,,,HYDERABAD,TELANGANA,500072.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,null_currency; null_amount; 
7168,403-6433774-6826767,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,SET261,SET261-KR-PP-S,Set,S,B08WHQY56H,Cancelled,0,,,"Rayya, Amritsar",PUNJAB,143112.0,IN,,False,,,null_currency; null_amount; 
7233,406-8137070-7636362,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3690,JNE3690-TU-XXL,Top,XXL,B094FJSTJR,Cancelled,0,,,MUMBAI,MAHARASHTRA,400059.0,IN,,False,,,null_currency; null_amount; 
7241,171-9162201-0507500,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,SET273,SET273-KR-NP-S,Set,S,B094FR7J54,Cancelled,0,,,BALESHWAR,ODISHA,756111.0,IN,,False,,,null_currency; null_amount; 
7300,403-6111092-9539557,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XXL,kurta,XXL,B081WSL2JS,Cancelled,0,,,DIMAPUR,NAGALAND,797112.0,IN,,False,,,null_currency; null_amount; 
7304,402-3543603-5581934,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3869,JNE3869-DR-L,Western Dress,L,B09RK63SGY,Cancelled,0,,,BARNALa,PUNJAB,148101.0,IN,,False,,,null_currency; null_amount; 
7334,406-7416142-3949911,04-26-22,Cancelled,Merchant,Amazon.in,Standard,JNE3560,JNE3560-KR-L,kurta,L,B08PCW5HD7,,0,,,KOLKATA,WEST BENGAL,700038.0,IN,,False,Easy Ship,,null_currency; null_amount; 
7335,406-7416142-3949911,04-26-22,Cancelled,Merchant,Amazon.in,Standard,J0135,J0135-SET-L,Set,L,B08QGK2BYL,,0,,,KOLKATA,WEST BENGAL,700038.0,IN,,False,Easy Ship,,null_currency; null_amount; 
7350,405-2970441-3955544,04-26-22,Cancelled,Merchant,Amazon.in,Standard,J0008,J0008-SKD-XL,Set,XL,B0894X711G,,0,,,HYDERABAD,TELANGANA,500091.0,IN,,False,Easy Ship,,null_currency; null_amount; 
7356,405-4683839-7636339,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,J0008,J0008-SKD-XL,Set,XL,B0894X711G,Cancelled,0,,,HYDERABAD,TELANGANA,500091.0,IN,,False,,,null_currency; null_amount; 
7365,402-2291716-4144359,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,SET258,SET258-KR-PP-L,Set,L,B0983DZ1LQ,Cancelled,0,,,THIRUVANANTHAPURAM,KERALA,695017.0,IN,,False,,,null_currency; null_amount; 
7372,402-9520530-8707532,04-26-22,Cancelled,Amazon,Amazon.in,Expedited,SET258,SET258-KR-PP-L,Set,L,B0983DZ1LQ,Cancelled,0,,,THIRUVANANTHAPURAM,KERALA,695017.0,IN,,False,,,null_currency; null_amount; 
7387,171-7557579-4470708,04-25-22,Cancelled,Merchant,Amazon.in,Standard,SET279,SET279-LC-XXXL,Set,3XL,B09CTKZ5FP,,0,,,Ahemdabad,Gujarat,380058.0,IN,,False,Easy Ship,,null_currency; null_amount; 
7388,171-0144148-1567538,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,J0199,J0199-SET-XXXL,Set,3XL,B08QGMQRLF,Cancelled,0,,,Ahemdabad,Gujarat,380058.0,IN,,False,,,null_currency; null_amount; 
7415,407-8507506-6079531,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,SET184,SET184-KR-PP-XS,Set,XS,B08W9F5KML,Cancelled,0,,,BENGALURU,KARNATAKA,560083.0,IN,,False,,,null_currency; null_amount; 
7594,408-9226484-0096315,04-25-22,Cancelled,Merchant,Amazon.in,Standard,MEN5023,MEN5023-KR-L,kurta,L,B08YZ1L831,,0,,,NAGPUR,MAHARASHTRA,440013.0,IN,,False,Easy Ship,,null_currency; null_amount; 
7627,171-2382097-7097914,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,J0344,J0344-TP-M,Top,M,B0986XJDJ4,Cancelled,0,,,AMARKANTAK,MADHYA PRADESH,484886.0,IN,,False,,,null_currency; null_amount; 
7628,407-2912528-6417969,04-25-22,Cancelled,Merchant,Amazon.in,Standard,J0113,J0113-TP-M,Top,M,B08V19JZ2F,,0,,,SURAT,Gujarat,395007.0,IN,,False,Easy Ship,,null_currency; null_amount; 
7665,171-5349663-4105146,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3784,JNE3784-KR-XXL,kurta,XXL,B09K3XZC3J,Cancelled,0,,,NOIDA,UTTAR PRADESH,201301.0,IN,,False,,,null_currency; null_amount; 
7681,403-6251661-3179517,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3364,JNE3364-KR-1051-A-XXXL,kurta,3XL,B07WW89977,Cancelled,0,,,GUNTUR,ANDHRA PRADESH,522001.0,IN,,False,,,null_currency; null_amount; 
7703,406-5372489-1281138,04-25-22,Cancelled,Merchant,Amazon.in,Standard,JNE3405,JNE3405-KR-M,kurta,M,B081WVMMCY,,0,,,TIRUPATI,ANDHRA PRADESH,517501.0,IN,,False,Easy Ship,,null_currency; null_amount; 
7721,405-6008117-6653965,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3648,JNE3648-TP-N-XS,Top,XS,B08ZHZJYK8,Cancelled,0,,,CHENNAI,TAMIL NADU,600095.0,IN,,False,,,null_currency; null_amount; 
7736,407-1307021-2409927,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-M,Set,M,B08XNJG8B1,Cancelled,0,,,GURUGRAM,HARYANA,122011.0,IN,,False,,,null_currency; null_amount; 
7737,405-2708714-2348302,04-25-22,Cancelled,Merchant,Amazon.in,Standard,JNE3702,JNE3702-KR-M,kurta,M,B093ZRTBXN,,0,,,NOIDA,UTTAR PRADESH,201309.0,IN,,False,Easy Ship,,null_currency; null_amount; 
7749,171-0011058-1991551,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,SET267,SET267-KR-NP-XXL,Set,XXL,B09BQFKTLT,Cancelled,0,,,GREATER NOIDA,UTTAR PRADESH,201306.0,IN,,False,,,null_currency; null_amount; 
7773,408-8048906-5089913,04-25-22,Cancelled,Merchant,Amazon.in,Standard,JNE3805,JNE3805-KR-M,kurta,M,B09K3TFNR8,,0,,,BANGALORE,KARNATAKA,560038.0,IN,,False,Easy Ship,,null_currency; null_amount; 
7776,402-1705505-9627562,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3440,JNE3440-KR-N-XS,kurta,XS,B09HMY3YLT,Cancelled,0,,,CHENNAI,TAMIL NADU,600062.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,null_currency; null_amount; 
7830,404-7905053-5058761,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-XL,Set,XL,B09NQ51CH7,Cancelled,0,,,GHAZIABAD,UTTAR PRADESH,201009.0,IN,,False,,,null_currency; null_amount; 
7840,407-6782877-6865109,04-25-22,Cancelled,Merchant,Amazon.in,Standard,SET397,SET397-KR-NP-XS,Set,XS,B09RKDH2BT,,0,,,RISHIKESH,UTTARAKHAND,249204.0,IN,,False,Easy Ship,,null_currency; null_amount; 
7861,404-7798681-3795500,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE2132,JNE2132-KR-398-M,kurta,M,B0793RR7YH,Cancelled,0,,,RAJAM,ANDHRA PRADESH,532127.0,IN,,False,,,null_currency; null_amount; 
7871,406-1598605-3713144,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,SET269,SET269-KR-NP-L,Set,L,B0983D9C65,Cancelled,0,,,CHENNAI,TAMIL NADU,600042.0,IN,,False,,,null_currency; null_amount; 
7872,403-0573010-2397915,04-25-22,Cancelled,Merchant,Amazon.in,Standard,SET339,SET339-KR-NP-L,Set,L,B09RT3BBJZ,,0,,,UNCHAHAR,UTTAR PRADESH,229406.0,IN,,False,Easy Ship,,null_currency; null_amount; 
7876,408-1431470-2562727,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,SET375,SET375-KR-NP-L,Set,L,B09RKFD39V,Cancelled,0,,,MUMBAI,MAHARASHTRA,400068.0,IN,,False,,,null_currency; null_amount; 
7878,405-7752450-7079562,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,J0236,J0236-SKD-XXXL,Set,3XL,B08ZYPCX6Y,Cancelled,0,,,PUVALUR,TAMIL NADU,621712.0,IN,,False,,,null_currency; null_amount; 
7887,408-7294080-2196323,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,J0342,J0342-TP-S,Top,S,B099S89CXL,Cancelled,0,,,BENGALURU,KARNATAKA,560043.0,IN,,False,,,null_currency; null_amount; 
7890,404-1313264-5107554,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-L,kurta,L,B08BFLKNGJ,Cancelled,0,,,NAGOJANAHALLI,TAMIL NADU,635204.0,IN,,False,,,null_currency; null_amount; 
7894,408-5167481-5958744,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,J0342,J0342-TP-XL,Top,XL,B099S83C1B,Cancelled,0,,,BENGALURU,KARNATAKA,560043.0,IN,,False,,,null_currency; null_amount; 
7897,405-1377425-4566707,04-25-22,Cancelled,Merchant,Amazon.in,Standard,J0117,J0117-TP-XS,Top,XS,B08N44NRDT,,0,,,CHENNAI,TAMIL NADU,600119.0,IN,,False,Easy Ship,,null_currency; null_amount; 
7903,403-6569588-1463564,04-25-22,Cancelled,Merchant,Amazon.in,Standard,SET239,SET239-KR-NP-L,Set,L,B08TZX4W3Q,,0,,,KURNOOL,ANDHRA PRADESH,518001.0,IN,,False,Easy Ship,,null_currency; null_amount; 
7905,408-4133166-0881938,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,SET098,SET098-KR-PP-M,Set,M,B07X3K4L82,Cancelled,0,,,VARANASI,UTTAR PRADESH,221005.0,IN,,False,,,null_currency; null_amount; 
7936,403-5691079-7476362,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,SET241,SET241-KR-PP-S,Set,S,B08N4V3924,Cancelled,0,,,HYDERABAD,TELANGANA,500089.0,IN,,False,,,null_currency; null_amount; 
7960,402-9944072-0311564,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3609,JNE3609-KR-XL,kurta,XL,B08W1RQ2GZ,Cancelled,0,,,Bengaluru,KARNATAKA,560043.0,IN,,False,,,null_currency; null_amount; 
7965,407-5350475-1839544,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3869,JNE3869-DR-XXL,Western Dress,XXL,B09RK6NS3V,Cancelled,0,,,Hyderabad,TELANGANA,500032.0,IN,,False,,,null_currency; null_amount; 
7967,402-9583384-1832343,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3652,JNE3652-TP-N-XXL,Top,XXL,B08ZHHR63S,Cancelled,0,,,KOLKATA,WEST BENGAL,700066.0,IN,,False,,,null_currency; null_amount; 
7971,408-3455618-8721925,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,SET278,SET278-KR-NP-M,Set,M,B0983F3BLZ,Cancelled,0,,,faridabad,HARYANA,121002.0,IN,,False,,,null_currency; null_amount; 
7983,405-1355449-7337923,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3559,JNE3559-KR-XXL,kurta,XXL,B08QMNQF45,Cancelled,0,,,KANPUR,UTTAR PRADESH,208008.0,IN,,False,,,null_currency; null_amount; 
7989,407-9471200-4797928,04-25-22,Cancelled,Merchant,Amazon.in,Standard,JNE3869,JNE3869-DR-XXL,Western Dress,XXL,B09RK6NS3V,,0,,,Hyderabad,TELANGANA,500032.0,IN,,False,Easy Ship,,null_currency; null_amount; 
8013,408-3468424-6832301,04-25-22,Cancelled,Merchant,Amazon.in,Standard,SET378,SET378-KR-NP-S,Set,S,B09RKFC91P,,0,,,DAHI,MADHYA PRADESH,454365.0,IN,,False,Easy Ship,,null_currency; null_amount; 
8050,407-7458421-9729964,04-25-22,Cancelled,Merchant,Amazon.in,Standard,JNE3606,JNE3606-KR-XS,kurta,XS,B08MYV23VX,,0,,,AHMADNAGAR,MAHARASHTRA,414002.0,IN,,False,Easy Ship,,null_currency; null_amount; 
8099,406-9317914-4127526,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3671,JNE3671-TU-XS,Top,XS,B0986XVJQH,Cancelled,0,,,BENGALURU -50015,KARNATAKA,560015.0,IN,,False,,,null_currency; null_amount; 
8115,408-4293034-8450752,04-25-22,Cancelled,Amazon,Amazon.in,Standard,JNE3864,JNE3864-TU-XL,Top,XL,B09RMM1J1L,Cancelled,0,,,CHENNAI,TAMIL NADU,600041.0,IN,,False,,,null_currency; null_amount; 
8119,403-9485153-5851509,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3645,JNE3645-TP-N-XL,Top,XL,B08ZHQ7W7T,Cancelled,0,,,RAIGARH,CHHATTISGARH,496001.0,IN,,False,,,null_currency; null_amount; 
8145,404-7865989-6080317,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,J0012,J0012-SKD-XXXL,Set,3XL,B0894Y1W9Q,Cancelled,0,,,KANCHRAPARA,WEST BENGAL,743145.0,IN,,False,,,null_currency; null_amount; 
8150,171-7129908-3046727,04-25-22,Cancelled,Merchant,Amazon.in,Standard,J0335,J0335-DR-L,Western Dress,L,B09831T4CQ,,0,,,MUMBAI,MAHARASHTRA,400102.0,IN,,False,Easy Ship,,null_currency; null_amount; 
8182,405-1621797-8034708,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3721,JNE3721-KR-XS,kurta,XS,B099FCBF34,Cancelled,0,,,HYDERABAD,TELANGANA,500047.0,IN,,False,,,null_currency; null_amount; 
8184,408-3890098-2355505,04-25-22,Cancelled,Merchant,Amazon.in,Standard,JNE3265,JNE3265-KR-XXL,kurta,XXL,B07R51NJC2,,0,,,NEVASA,MAHARASHTRA,414605.0,IN,,False,Easy Ship,,null_currency; null_amount; 
8189,408-2886796-9216369,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3480,JNE3480-KR-M,kurta,M,B099RJY1RY,Cancelled,0,,,SATARA,MAHARASHTRA,415002.0,IN,,False,,,null_currency; null_amount; 
8200,406-6838116-3857964,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXXL,kurta,3XL,B082W7MZVQ,Cancelled,0,,,CHENNAI,TAMIL NADU,600053.0,IN,,False,,,null_currency; null_amount; 
8203,408-9564449-1365123,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3510,JNE3510-KR-XL,kurta,XL,B08WPZ1N4Z,Cancelled,0,,,THANE,MAHARASHTRA,400606.0,IN,,False,,,null_currency; null_amount; 
8215,408-6489909-3708304,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,SET110,SET110-KR-PP-M,Set,M,B0822TDMYH,Cancelled,0,,,LUCKNOW,UTTAR PRADESH,226026.0,IN,,False,,,null_currency; null_amount; 
8225,406-4866262-3923537,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,MEN5002,MEN5002-KR-XL,kurta,XL,B08YYZCTJX,Cancelled,0,,,KANDI,WEST BENGAL,742138.0,IN,,False,,,null_currency; null_amount; 
8230,408-5544230-6957969,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,SET098,SET098-KR-PP-XXXL,Set,3XL,B07X3KPRJ1,Cancelled,0,,,HANUMAN JUNCTION,ANDHRA PRADESH,521105.0,IN,,False,,,null_currency; null_amount; 
8239,404-4035524-6651554,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3530,JNE3530-KR-XXL,kurta,XXL,B08BFLYSNW,Cancelled,0,,,HYDERABAD,TELANGANA,500028.0,IN,,False,,,null_currency; null_amount; 
8265,408-5215504-7030726,04-25-22,Cancelled,Merchant,Amazon.in,Standard,JNE3518,JNE3518-KR-L,kurta,L,B08XVQM1LP,,0,,,BENGALURU,KARNATAKA,560093.0,IN,,False,Easy Ship,,null_currency; null_amount; 
8273,402-1800601-8381918,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,SET273,SET273-KR-NP-S,Set,S,B094FR7J54,Cancelled,0,,,BERHAMPUR,ODISHA,760001.0,IN,,False,,,null_currency; null_amount; 
8274,408-8537585-3972314,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-M,kurta,M,B08KRXV1QR,Cancelled,0,,,AMRITSAR,PUNJAB,143001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,null_currency; null_amount; 
8275,408-8537585-3972314,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3421,JNE3421-KR-N-M,kurta,M,B08TRHNH61,Cancelled,0,,,AMRITSAR,PUNJAB,143001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,,null_currency; null_amount; 
8287,403-6921650-9373930,04-25-22,Cancelled,Merchant,Amazon.in,Standard,SET343,SET343-KR-NP-XL,Set,XL,B09NDLRSXQ,,0,,,PUNE,MAHARASHTRA,411038.0,IN,,False,Easy Ship,,null_currency; null_amount; 
8292,402-4959642-4667537,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,SET273,SET273-KR-NP-S,Set,S,B094FR7J54,Cancelled,0,,,BERHAMPUR,ODISHA,760001.0,IN,,False,,,null_currency; null_amount; 
8361,408-3853496-5974748,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,SET058,SET058-KR-NP-L,Set,L,B07R487XRD,Cancelled,0,,,HYDERABAD,TELANGANA,500023.0,IN,,False,,,null_currency; null_amount; 
8377,171-6247068-7157155,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3449,JNE3449-KR-S,kurta,S,B08BF9YDKC,Cancelled,0,,,PUDUPATTINAM,TAMIL NADU,603102.0,IN,,False,,,null_currency; null_amount; 
8395,407-6620250-3711530,04-25-22,Cancelled,Amazon,Amazon.in,Expedited,SET241,SET241-KR-PP-M,Set,M,B08N4RB3NS,Cancelled,0,,,CHENNAI,TAMIL NADU,600091.0,IN,,False,,,null_currency; null_amount; 
